user_id,timestamp,event_type,ip_address,device_id,amount,trade_volume,instrument,session_id,is_anomaly,anomaly_type,anomaly_severity,user_is_anomalous
460,2024-01-01 00:00:00.000000,login,192.168.234.186,device_3,0.0,0.0,,56287,0,,0.0,False
314,2024-01-01 00:00:00.000000,login,192.168.86.158,device_215,0.0,0.0,,13760,0,,0.0,False
36,2024-01-01 00:00:00.000000,login,192.168.85.151,device_127,0.0,0.0,,92074,0,,0.0,False
98,2024-01-01 00:00:00.000000,login,192.168.202.137,device_76,0.0,0.0,,83698,0,,0.0,True
382,2024-01-01 00:00:00.000000,login,192.168.140.173,device_10,0.0,0.0,,78323,0,,0.0,False
119,2024-01-01 00:00:00.000000,login,192.168.109.162,device_87,0.0,0.0,,91974,0,,0.0,False
441,2024-01-01 00:00:00.000000,login,192.168.180.174,device_30,0.0,0.0,,44872,0,,0.0,False
228,2024-01-01 00:00:00.000000,login,192.168.140.117,device_25,0.0,0.0,,41822,0,,0.0,False
241,2024-01-01 00:00:00.000000,login,192.168.210.69,device_87,0.0,0.0,,51991,0,,0.0,True
114,2024-01-01 00:00:00.000000,login,192.168.57.70,device_250,0.0,0.0,,47148,0,,0.0,False
319,2024-01-01 00:00:00.000000,login,192.168.212.62,device_49,0.0,0.0,,84878,0,,0.0,False
343,2024-01-01 00:00:00.000000,login,192.168.8.34,device_148,0.0,0.0,,18605,0,,0.0,True
113,2024-01-01 00:00:00.000000,login,192.168.218.162,device_274,0.0,0.0,,16783,0,,0.0,False
236,2024-01-01 00:00:00.000000,login,192.168.236.213,device_181,0.0,0.0,,57076,0,,0.0,False
490,2024-01-01 00:00:00.000000,login,192.168.58.218,device_111,0.0,0.0,,86474,0,,0.0,False
125,2024-01-01 00:00:00.000000,login,192.168.52.172,device_280,0.0,0.0,,55648,0,,0.0,False
91,2024-01-01 00:00:00.000000,login,192.168.54.137,device_247,0.0,0.0,,34818,0,,0.0,True
335,2024-01-01 00:00:00.000000,login,192.168.160.190,device_216,0.0,0.0,,12454,0,,0.0,False
392,2024-01-01 00:00:00.000000,login,192.168.69.101,device_138,0.0,0.0,,98454,0,,0.0,False
181,2024-01-01 00:00:00.000000,login,192.168.121.147,device_205,0.0,0.0,,62579,0,,0.0,False
90,2024-01-01 00:00:00.000000,login,192.168.32.181,device_150,0.0,0.0,,11605,0,,0.0,False
463,2024-01-01 00:00:00.000000,login,192.168.169.212,device_166,0.0,0.0,,89768,0,,0.0,False
178,2024-01-01 00:00:00.000000,login,192.168.5.73,device_174,0.0,0.0,,36015,0,,0.0,False
23,2024-01-01 00:00:00.000000,login,192.168.254.240,device_144,0.0,0.0,,35184,0,,0.0,False
372,2024-01-01 00:00:00.000000,login,192.168.113.5,device_84,0.0,0.0,,15939,0,,0.0,False
487,2024-01-01 00:00:00.000000,login,192.168.189.52,device_127,0.0,0.0,,73400,0,,0.0,False
11,2024-01-01 00:00:00.000000,login,192.168.242.81,device_163,0.0,0.0,,71858,0,,0.0,False
72,2024-01-01 00:00:02.000000,logout,192.168.109.1,device_51,0.0,0.0,,63932,0,,0.0,False
236,2024-01-01 00:00:02.000000,logout,192.168.236.213,device_181,0.0,0.0,,57076,0,,0.0,False
144,2024-01-01 00:00:02.000000,logout,192.168.184.16,device_236,0.0,0.0,,68606,0,,0.0,False
278,2024-01-01 00:00:02.000000,logout,192.168.115.214,device_143,0.0,0.0,,82055,0,,0.0,False
36,2024-01-01 00:00:02.000000,logout,192.168.85.151,device_127,0.0,0.0,,92074,0,,0.0,False
474,2024-01-01 00:00:02.000000,logout,192.168.83.131,device_293,0.0,0.0,,75149,0,,0.0,False
432,2024-01-01 00:00:04.000000,logout,192.168.111.151,device_45,0.0,0.0,,15520,0,,0.0,False
482,2024-01-01 00:00:06.000000,logout,192.168.248.227,device_48,0.0,0.0,,33569,0,,0.0,False
146,2024-01-01 00:00:07.000000,logout,192.168.192.181,device_73,0.0,0.0,,14494,0,,0.0,False
463,2024-01-01 00:00:07.000000,logout,192.168.169.212,device_166,0.0,0.0,,89768,0,,0.0,False
125,2024-01-01 00:00:07.630216,trade,192.168.52.172,device_280,595.91,0.59,GBPUSD,55648,0,,0.0,False
176,2024-01-01 00:00:09.470319,trade,192.168.204.158,device_77,92.54,0.07,USDCAD,66985,0,,0.0,False
26,2024-01-01 00:00:11.450204,trade,192.168.251.144,device_112,505.24,0.29,GBPUSD,26371,0,,0.0,False
487,2024-01-01 00:00:12.947695,trade,192.168.189.52,device_127,4724.57,1.68,EURUSD,73400,0,,0.0,False
415,2024-01-01 00:00:14.714067,withdrawal,192.168.178.48,device_248,2386.83,0.0,GBPJPY,11813,0,,0.0,False
358,2024-01-01 00:00:18.598640,trade,192.168.202.54,device_100,523.96,0.52,GBPUSD,86396,0,,0.0,False
477,2024-01-01 00:00:19.678910,trade,192.168.21.130,device_259,2728.61,1.36,EURUSD,99462,0,,0.0,False
119,2024-01-01 00:00:20.298378,trade,192.168.109.162,device_87,1632.46,0.79,GBPUSD,91974,0,,0.0,False
176,2024-01-01 00:00:20.523759,deposit,192.168.204.158,device_77,663.17,0.0,NZDUSD,66985,0,,0.0,False
1,2024-01-01 00:00:21.492034,trade,192.168.71.189,device_21,725.86,0.65,EURGBP,64886,0,,0.0,False
335,2024-01-01 00:00:23.208692,trade,192.168.160.190,device_216,610.16,0.3,EURUSD,12454,0,,0.0,False
64,2024-01-01 00:00:24.637839,trade,192.168.226.147,device_264,4462.18,1.81,GBPUSD,81726,0,,0.0,False
23,2024-01-01 00:00:27.824343,trade,192.168.254.240,device_144,1278.75,0.7,GBPUSD,35184,0,,0.0,False
490,2024-01-01 00:00:31.762967,deposit,192.168.58.218,device_111,1482.99,0.0,NZDUSD,86474,0,,0.0,False
241,2024-01-01 00:00:34.912132,logout,192.168.210.69,device_87,0.0,0.0,,51991,0,,0.0,True
241,2024-01-01 00:00:34.912132,trade,192.168.210.69,device_87,1259.18,0.8,NZDUSD,51991,0,,0.0,True
470,2024-01-01 00:00:35.044127,trade,192.168.183.176,device_155,78.27,0.07,EURGBP,98151,0,,0.0,False
71,2024-01-01 00:00:35.261501,deposit,192.168.101.3,device_23,8426.72,0.0,AUDUSD,33524,0,,0.0,False
314,2024-01-01 00:00:37.124097,trade,192.168.86.158,device_215,6670.21,2.29,EURJPY,13760,0,,0.0,False
185,2024-01-01 00:00:39.165559,trade,192.168.163.250,device_117,978.51,0.37,NZDUSD,41585,0,,0.0,False
1,2024-01-01 00:00:40.389554,trade,192.168.71.189,device_21,510.09,0.51,AUDUSD,64886,0,,0.0,False
314,2024-01-01 00:00:40.799514,deposit,192.168.86.158,device_215,3518.64,0.0,EURGBP,13760,0,,0.0,False
176,2024-01-01 00:00:41.173961,trade,192.168.204.158,device_77,223.6,0.17,EURJPY,66985,0,,0.0,False
303,2024-01-01 00:00:43.642250,withdrawal,192.168.244.253,device_201,9919.78,0.0,EURJPY,95436,0,,0.0,True
332,2024-01-01 00:00:45.242266,trade,192.168.146.64,device_91,13163.98,4.48,GBPUSD,11140,0,,0.0,False
98,2024-01-01 00:00:46.950964,trade,192.168.202.137,device_76,521.6,0.28,GBPJPY,83698,1,8,0.6,True
98,2024-01-01 00:00:46.950964,logout,192.168.202.137,device_76,0.0,0.0,,83698,0,,0.0,True
176,2024-01-01 00:00:49.975800,trade,192.168.204.158,device_77,216.37,0.1,GBPUSD,66985,0,,0.0,False
113,2024-01-01 00:00:55.053575,trade,192.168.218.162,device_274,5011.93,1.73,EURUSD,16783,0,,0.0,False
185,2024-01-01 00:00:55.218319,trade,192.168.163.250,device_117,478.8,0.26,GBPUSD,41585,0,,0.0,False
71,2024-01-01 00:00:56.279124,logout,192.168.101.3,device_23,0.0,0.0,,33524,0,,0.0,False
71,2024-01-01 00:00:56.279124,trade,192.168.101.3,device_23,1604.36,0.72,USDJPY,33524,0,,0.0,False
372,2024-01-01 00:00:57.426720,deposit,192.168.113.5,device_143,1293.92,0.0,EURUSD,15939,0,,0.0,False
487,2024-01-01 00:00:59.494396,trade,192.168.189.52,device_127,7895.72,2.67,EURUSD,73400,0,,0.0,False
470,2024-01-01 00:00:59.958826,deposit,192.168.183.176,device_155,1005.71,0.0,AUDUSD,98151,0,,0.0,False
470,2024-01-01 00:00:59.958826,logout,192.168.183.176,device_155,0.0,0.0,,98151,0,,0.0,False
125,2024-01-01 00:01:01.459817,trade,192.168.52.172,device_280,583.21,0.48,USDJPY,55648,0,,0.0,False
490,2024-01-01 00:01:01.683941,trade,192.168.58.218,device_111,278.8,0.12,USDJPY,86474,0,,0.0,False
26,2024-01-01 00:01:05.410192,trade,192.168.251.144,device_112,650.24,0.32,GBPUSD,26371,0,,0.0,False
176,2024-01-01 00:01:05.658584,trade,192.168.204.158,device_77,432.99,0.14,NZDUSD,66985,0,,0.0,False
23,2024-01-01 00:01:05.959667,logout,192.168.254.240,device_144,0.0,0.0,,35184,0,,0.0,False
23,2024-01-01 00:01:05.959667,trade,192.168.254.240,device_144,1299.1,0.71,EURGBP,35184,0,,0.0,False
441,2024-01-01 00:01:06.016356,trade,192.168.180.174,device_30,621.84,0.3,AUDUSD,44872,0,,0.0,False
421,2024-01-01 00:01:09.221872,deposit,192.168.74.16,device_94,2429.35,0.0,EURGBP,68671,0,,0.0,False
176,2024-01-01 00:01:11.397211,trade,192.168.204.158,device_77,324.96,0.17,USDJPY,66985,0,,0.0,False
52,2024-01-01 00:01:12.360823,trade,192.168.232.166,device_196,1174.18,0.4,AUDUSD,92745,0,,0.0,False
11,2024-01-01 00:01:15.681052,logout,192.168.242.81,device_163,0.0,0.0,,71858,0,,0.0,False
11,2024-01-01 00:01:15.681052,trade,192.168.242.81,device_163,956.33,0.33,GBPUSD,71858,0,,0.0,False
178,2024-01-01 00:01:23.131985,trade,192.168.5.73,device_174,198.62,0.07,USDCAD,36015,0,,0.0,False
164,2024-01-01 00:01:25.025993,trade,192.168.124.204,device_7,15234.45,8.92,AUDUSD,67372,1,6,0.71,True
26,2024-01-01 00:01:25.280593,trade,192.168.251.144,device_112,1278.44,0.77,USDCAD,26371,0,,0.0,False
392,2024-01-01 00:01:27.146550,trade,192.168.69.101,device_138,421.65,0.16,EURJPY,98454,0,,0.0,False
143,2024-01-01 00:01:27.472960,trade,192.168.140.18,device_96,3319.99,2.03,EURUSD,79346,0,,0.0,True
185,2024-01-01 00:01:28.575669,trade,192.168.163.250,device_117,456.79,0.4,EURJPY,41585,0,,0.0,False
228,2024-01-01 00:01:31.687638,logout,192.168.140.117,device_25,0.0,0.0,,41822,0,,0.0,False
228,2024-01-01 00:01:31.687638,trade,192.168.140.117,device_25,933.31,0.43,GBPUSD,41822,0,,0.0,False
483,2024-01-01 00:01:31.705135,trade,192.168.140.109,device_229,552.54,0.3,AUDUSD,81045,0,,0.0,False
382,2024-01-01 00:01:31.739615,deposit,192.168.140.173,device_10,3367.52,0.0,NZDUSD,78323,0,,0.0,False
329,2024-01-01 00:01:32.061580,deposit,192.168.50.250,device_103,3603.44,0.0,EURUSD,84027,0,,0.0,False
185,2024-01-01 00:01:35.615105,trade,192.168.163.250,device_117,922.87,0.37,AUDUSD,41585,0,,0.0,False
319,2024-01-01 00:01:38.239389,trade,192.168.212.62,device_49,361.95,0.14,NZDUSD,84878,0,,0.0,False
164,2024-01-01 00:01:44.400568,logout,192.168.124.204,device_7,0.0,0.0,,67372,0,,0.0,True
164,2024-01-01 00:01:44.400568,trade,192.168.124.204,device_7,745.35,0.31,USDCAD,67372,0,,0.0,True
158,2024-01-01 00:01:46.895216,logout,192.168.44.58,device_249,0.0,0.0,,59138,0,,0.0,False
158,2024-01-01 00:01:46.895216,trade,192.168.44.58,device_249,1955.54,0.88,USDCHF,59138,0,,0.0,False
274,2024-01-01 00:01:48.801445,withdrawal,192.168.80.152,device_61,1849.0,0.0,AUDUSD,17521,0,,0.0,False
319,2024-01-01 00:01:52.158578,trade,192.168.212.62,device_49,194.38,0.1,USDCAD,84878,0,,0.0,False
303,2024-01-01 00:01:54.625648,trade,192.168.244.253,device_201,6070.19,2.37,GBPUSD,95436,0,,0.0,True
343,2024-01-01 00:01:55.281299,trade,192.168.8.34,device_148,739.33,0.57,AUDUSD,18605,0,,0.0,True
483,2024-01-01 00:01:55.876121,withdrawal,192.168.140.109,device_180,1776.42,0.0,NZDUSD,81045,0,,0.0,False
114,2024-01-01 00:01:56.936441,trade,192.168.57.70,device_250,170.1,0.08,USDCHF,47148,0,,0.0,False
303,2024-01-01 00:02:00.339152,trade,192.168.244.253,device_201,2291.71,1.46,NZDUSD,95436,1,3,0.5,True
47,2024-01-01 00:02:01.144280,trade,192.168.84.39,device_87,130.74,0.08,USDJPY,72752,0,,0.0,False
181,2024-01-01 00:02:01.442058,trade,192.168.121.147,device_205,1028.79,0.57,EURUSD,62579,0,,0.0,False
47,2024-01-01 00:02:01.939115,trade,192.168.84.39,device_100,221.52,0.09,EURJPY,72752,0,,0.0,False
119,2024-01-01 00:02:03.296928,withdrawal,192.168.52.159,device_87,1473.24,0.0,GBPUSD,91974,0,,0.0,False
392,2024-01-01 00:02:04.520540,trade,192.168.69.101,device_138,149.74,0.15,GBPJPY,98454,0,,0.0,False
303,2024-01-01 00:02:09.264735,trade,192.168.244.253,device_201,2336.14,2.2,USDCHF,95436,0,,0.0,True
441,2024-01-01 00:02:09.806498,logout,192.168.180.174,device_30,0.0,0.0,,44872,0,,0.0,False
441,2024-01-01 00:02:09.806498,deposit,192.168.180.174,device_30,2091.93,0.0,USDJPY,44872,0,,0.0,False
358,2024-01-01 00:02:10.567594,deposit,192.168.202.54,device_100,3097.37,0.0,AUDUSD,86396,0,,0.0,False
319,2024-01-01 00:02:17.323413,trade,192.168.212.62,device_49,141.4,0.12,EURGBP,84878,0,,0.0,False
358,2024-01-01 00:02:17.408664,deposit,192.168.202.54,device_100,4395.76,0.0,USDJPY,86396,0,,0.0,False
143,2024-01-01 00:02:21.402965,trade,192.168.140.18,device_96,2919.86,2.32,USDCAD,79346,1,4,0.5,True
90,2024-01-01 00:02:24.579251,trade,192.168.32.181,device_150,765.73,0.28,EURUSD,11605,0,,0.0,False
155,2024-01-01 00:02:27.681429,trade,192.168.204.81,device_114,169.55,0.1,GBPUSD,19516,0,,0.0,False
155,2024-01-01 00:02:28.904156,trade,192.168.204.81,device_114,319.44,0.14,GBPJPY,19516,0,,0.0,False
155,2024-01-01 00:02:28.904156,logout,192.168.204.81,device_114,0.0,0.0,,19516,0,,0.0,False
382,2024-01-01 00:02:30.438580,trade,192.168.140.173,device_10,201.87,0.07,EURUSD,78323,0,,0.0,False
178,2024-01-01 00:02:35.990916,trade,192.168.5.73,device_174,157.11,0.15,EURUSD,36015,0,,0.0,False
113,2024-01-01 00:02:39.681553,trade,192.168.218.162,device_274,3969.01,1.55,GBPJPY,16783,0,,0.0,False
119,2024-01-01 00:02:39.872282,deposit,192.168.109.162,device_87,1773.31,0.0,EURGBP,91974,0,,0.0,False
274,2024-01-01 00:02:41.918271,deposit,192.168.80.152,device_61,373.17,0.0,GBPUSD,17521,0,,0.0,False
332,2024-01-01 00:02:43.497164,trade,192.168.146.64,device_91,11357.62,6.37,EURGBP,11140,0,,0.0,False
178,2024-01-01 00:02:44.453937,deposit,192.168.5.73,device_23,667.17,0.0,EURJPY,36015,0,,0.0,False
3,2024-01-01 00:02:49.952991,deposit,192.168.160.204,device_22,696.99,0.0,AUDUSD,81932,0,,0.0,False
113,2024-01-01 00:02:50.331449,trade,192.168.218.162,device_274,5707.3,2.59,USDCAD,16783,0,,0.0,False
178,2024-01-01 00:02:52.512936,withdrawal,192.168.5.73,device_174,466.22,0.0,USDJPY,36015,0,,0.0,False
52,2024-01-01 00:02:53.773873,logout,192.168.232.166,device_196,0.0,0.0,,92745,0,,0.0,False
52,2024-01-01 00:02:53.773873,trade,192.168.232.166,device_196,804.7,0.59,USDCAD,92745,0,,0.0,False
26,2024-01-01 00:02:53.814148,trade,192.168.251.144,device_112,998.01,0.54,USDCAD,26371,0,,0.0,False
413,2024-01-01 00:02:55.967811,trade,192.168.66.134,device_207,1025.6,0.46,EURUSD,11306,0,,0.0,False
413,2024-01-01 00:02:59.775696,deposit,192.168.66.134,device_207,1791.45,0.0,GBPJPY,11306,0,,0.0,False
26,2024-01-01 00:03:00.364539,trade,192.168.251.144,device_112,726.29,0.53,EURJPY,26371,0,,0.0,False
181,2024-01-01 00:03:00.873258,withdrawal,192.168.121.147,device_205,5121.61,0.0,EURJPY,62579,0,,0.0,False
413,2024-01-01 00:03:04.712817,logout,192.168.66.134,device_207,0.0,0.0,,11306,0,,0.0,False
413,2024-01-01 00:03:04.712817,trade,192.168.66.134,device_207,1659.76,0.56,NZDUSD,11306,0,,0.0,False
143,2024-01-01 00:03:07.655402,deposit,192.168.140.18,device_96,10874.16,0.0,USDCAD,79346,0,,0.0,True
185,2024-01-01 00:03:09.316059,trade,192.168.163.250,device_117,1129.59,0.51,USDCAD,41585,0,,0.0,False
343,2024-01-01 00:03:12.400672,trade,192.168.8.34,device_148,1085.66,0.4,AUDUSD,18605,0,,0.0,True
415,2024-01-01 00:03:12.525396,trade,192.168.178.48,device_248,933.04,0.38,EURGBP,11813,0,,0.0,False
314,2024-01-01 00:03:12.965665,logout,192.168.86.158,device_215,0.0,0.0,,13760,0,,0.0,False
1,2024-01-01 00:03:13.434580,trade,192.168.71.189,device_21,659.99,0.37,USDCHF,64886,0,,0.0,False
329,2024-01-01 00:03:15.304210,deposit,192.168.50.250,device_103,6037.65,0.0,GBPJPY,84027,0,,0.0,False
329,2024-01-01 00:03:15.304210,logout,192.168.50.250,device_103,0.0,0.0,,84027,0,,0.0,False
185,2024-01-01 00:03:23.393384,trade,192.168.163.250,device_117,1315.59,0.46,AUDUSD,41585,0,,0.0,False
176,2024-01-01 00:03:24.187982,logout,192.168.204.158,device_77,0.0,0.0,,66985,0,,0.0,False
176,2024-01-01 00:03:24.187982,trade,192.168.204.158,device_77,475.01,0.18,EURJPY,66985,0,,0.0,False
372,2024-01-01 00:03:24.823296,withdrawal,192.168.113.5,device_84,386.81,0.0,EURGBP,15939,0,,0.0,False
91,2024-01-01 00:03:27.578633,trade,192.168.54.137,device_247,611.72,0.21,AUDUSD,34818,1,5,0.5,True
91,2024-01-01 00:03:27.578633,logout,192.168.54.137,device_247,0.0,0.0,,34818,0,,0.0,True
113,2024-01-01 00:03:36.480780,trade,192.168.218.162,device_274,4569.85,3.22,EURGBP,16783,0,,0.0,False
335,2024-01-01 00:03:39.774447,trade,192.168.160.190,device_216,892.47,0.33,AUDUSD,12454,0,,0.0,False
1,2024-01-01 00:03:41.960124,trade,192.168.71.189,device_21,1347.99,0.98,EURJPY,64886,0,,0.0,False
415,2024-01-01 00:03:42.430194,trade,192.168.178.48,device_248,1137.94,0.54,USDJPY,11813,0,,0.0,False
143,2024-01-01 00:03:42.873263,deposit,192.168.140.18,device_96,8898.8,0.0,GBPJPY,79346,0,,0.0,True
415,2024-01-01 00:03:43.238020,logout,192.168.178.48,device_248,0.0,0.0,,11813,0,,0.0,False
415,2024-01-01 00:03:43.238020,trade,192.168.178.48,device_248,1506.31,0.68,EURGBP,11813,0,,0.0,False
3,2024-01-01 00:03:45.559591,logout,192.168.160.204,device_22,0.0,0.0,,81932,0,,0.0,False
3,2024-01-01 00:03:45.559591,trade,192.168.160.204,device_22,281.45,0.12,EURUSD,81932,0,,0.0,False
460,2024-01-01 00:03:45.969170,withdrawal,192.168.234.186,device_3,3083.5,0.0,EURGBP,56287,0,,0.0,False
303,2024-01-01 00:03:48.145666,trade,192.168.244.253,device_201,10960.26,5.27,USDCAD,95436,1,3,0.5,True
90,2024-01-01 00:03:48.541393,trade,192.168.32.181,device_150,914.53,0.54,GBPUSD,11605,0,,0.0,False
319,2024-01-01 00:04:00.123451,trade,192.168.212.62,device_49,223.53,0.15,EURGBP,84878,0,,0.0,False
343,2024-01-01 00:04:10.579669,logout,192.168.8.34,device_148,0.0,0.0,,18605,0,,0.0,True
343,2024-01-01 00:04:10.579669,deposit,192.168.8.34,device_148,3352.32,0.0,GBPUSD,18605,1,3,0.5,True
119,2024-01-01 00:04:14.378033,deposit,192.168.109.162,device_87,1623.91,0.0,NZDUSD,91974,0,,0.0,False
119,2024-01-01 00:04:14.378033,logout,192.168.109.162,device_87,0.0,0.0,,91974,0,,0.0,False
64,2024-01-01 00:04:15.962420,trade,192.168.226.147,device_264,7565.41,4.35,AUDUSD,81726,0,,0.0,False
64,2024-01-01 00:04:15.962420,logout,192.168.226.147,device_264,0.0,0.0,,81726,0,,0.0,False
303,2024-01-01 00:04:16.011143,withdrawal,192.168.244.253,device_201,8984.12,0.0,AUDUSD,95436,0,,0.0,True
303,2024-01-01 00:04:16.011143,logout,192.168.244.253,device_201,0.0,0.0,,95436,0,,0.0,True
90,2024-01-01 00:04:20.755135,trade,192.168.32.181,device_150,358.93,0.35,NZDUSD,11605,0,,0.0,False
47,2024-01-01 00:04:20.759401,trade,192.168.84.39,device_100,236.46,0.08,EURUSD,72752,0,,0.0,False
185,2024-01-01 00:04:22.356811,deposit,192.168.163.250,device_117,911.79,0.0,GBPJPY,41585,0,,0.0,False
114,2024-01-01 00:04:22.828598,trade,192.168.57.70,device_250,267.9,0.13,USDCHF,47148,0,,0.0,False
135,2024-01-01 00:04:23.800026,trade,192.168.11.19,device_101,733.76,0.33,USDJPY,79626,0,,0.0,False
181,2024-01-01 00:04:31.486663,trade,192.168.121.147,device_205,1497.7,0.79,GBPUSD,62579,0,,0.0,False
460,2024-01-01 00:04:32.694093,trade,192.168.234.186,device_3,378.83,0.33,GBPJPY,56287,0,,0.0,False
332,2024-01-01 00:04:37.206837,trade,192.168.146.64,device_91,6718.74,4.27,EURJPY,11140,0,,0.0,False
319,2024-01-01 00:04:40.266596,deposit,192.168.212.62,device_49,798.56,0.0,AUDUSD,84878,0,,0.0,False
319,2024-01-01 00:04:42.109789,trade,192.168.212.62,device_49,224.43,0.09,AUDUSD,84878,0,,0.0,False
125,2024-01-01 00:04:51.888528,logout,192.168.52.172,device_280,0.0,0.0,,55648,0,,0.0,False
274,2024-01-01 00:04:55.131841,logout,192.168.80.152,device_61,0.0,0.0,,17521,0,,0.0,False
274,2024-01-01 00:04:55.131841,trade,192.168.80.152,device_61,225.98,0.09,EURUSD,17521,0,,0.0,False
47,2024-01-01 00:04:56.991280,trade,192.168.84.39,device_100,112.5,0.05,EURGBP,72752,0,,0.0,False
490,2024-01-01 00:05:00.712150,trade,192.168.58.218,device_111,182.73,0.1,GBPUSD,86474,0,,0.0,False
490,2024-01-01 00:05:00.712150,logout,192.168.58.218,device_111,0.0,0.0,,86474,0,,0.0,False
487,2024-01-01 00:05:05.342577,trade,192.168.189.52,device_127,3562.89,1.31,GBPUSD,73400,0,,0.0,False
392,2024-01-01 00:05:06.569154,trade,192.168.69.101,device_138,312.0,0.12,USDCHF,98454,0,,0.0,False
335,2024-01-01 00:05:12.107737,deposit,192.168.160.190,device_216,3227.5,0.0,GBPJPY,12454,0,,0.0,False
372,2024-01-01 00:05:14.976347,trade,192.168.113.5,device_84,101.26,0.09,GBPUSD,15939,0,,0.0,False
483,2024-01-01 00:05:20.432476,trade,192.168.140.109,device_229,504.13,0.5,NZDUSD,81045,0,,0.0,False
113,2024-01-01 00:05:21.742273,trade,192.168.218.162,device_274,7024.68,3.34,NZDUSD,16783,0,,0.0,False
181,2024-01-01 00:05:23.961028,trade,192.168.121.147,device_205,1121.11,0.59,GBPUSD,62579,0,,0.0,False
269,2024-01-01 00:05:26.526170,trade,192.168.151.217,device_36,2085.72,0.79,GBPJPY,33252,0,,0.0,True
114,2024-01-01 00:05:31.242717,withdrawal,192.168.57.70,device_250,391.05,0.0,GBPJPY,47148,0,,0.0,False
269,2024-01-01 00:05:35.812404,withdrawal,192.168.151.217,device_36,3251.68,0.0,GBPUSD,33252,1,10,0.5,True
90,2024-01-01 00:05:36.122161,logout,192.168.32.181,device_150,0.0,0.0,,11605,0,,0.0,False
